2015-01,11
2015-02,1
2015-03,21
2015-04,21
2015-05,13
2015-06,19
2015-07,25
2015-08,28
2015-09,36
2015-10,52
2015-11,24
2015-12,16
2016-01,32
2016-02,39
2016-03,33
2016-04,57
2016-05,65
2016-06,60
2016-07,48
2016-08,41
2016-09,72
2016-10,63
2016-11,51
2016-12,47
2017-01,30
2017-02,51
2017-03,60
2017-04,93
2017-05,76
2017-06,107
2017-07,89
2017-08,79
2017-09,82
2017-10,54
2017-11,49
2017-12,26
2018-01,42
2018-02,49
2018-03,49
2018-04,59
2018-05,68
2018-06,58
2018-07,58
2018-08,62
2018-09,61
2018-10,87
2018-11,40
2018-12,40
2019-01,41
2019-02,39
2019-03,48
2019-04,86
2019-05,74
2019-06,65
2019-07,45
2019-08,55
2019-09,54
2019-10,64
2019-11,37
2019-12,24
2020-01,59
2020-02,59
2020-03,60
2020-04,109
