2015-01,1
2015-02,18
2015-03,13
2015-04,1
2015-05,6
2015-06,4
2015-07,5
2015-08,7
2015-09,6
2015-10,6
2015-11,3
2015-12,4
2016-01,4
2016-02,5
2016-03,5
2016-04,13
2016-05,13
2016-06,6
2016-07,10
2016-08,9
2016-09,9
2016-10,7
2016-11,8
2016-12,3
2017-01,7
2017-02,12
2017-03,3
2017-04,11
2017-05,7
2017-06,8
2017-07,25
2017-08,11
2017-09,11
2017-10,8
2017-11,9
2017-12,10
2018-01,23
2018-02,8
2018-03,9
2018-04,8
2018-05,15
2018-06,15
2018-07,20
2018-08,14
2018-09,10
2018-10,7
2018-11,14
2018-12,10
2019-01,16
2019-02,9
2019-03,8
2019-04,10
2019-05,9
2019-06,8
2019-07,2
2019-08,7
2019-09,2
2019-10,11
2019-11,12
2019-12,8
2020-01,6
2020-02,7
2020-03,21
2020-04,27
