2015-01,0
2015-02,0
2015-03,0
2015-04,0
2015-05,0
2015-06,0
2015-07,0
2015-08,0
2015-09,0
2015-10,1
2015-11,0
2015-12,0
2016-01,0
2016-02,0
2016-03,0
2016-04,1
2016-05,1
2016-06,0
2016-07,0
2016-08,2
2016-09,0
2016-10,2
2016-11,0
2016-12,0
2017-01,0
2017-02,0
2017-03,0
2017-04,0
2017-05,1
2017-06,0
2017-07,1
2017-08,3
2017-09,0
2017-10,1
2017-11,1
2017-12,0
2018-01,0
2018-02,2
2018-03,1
2018-04,2
2018-05,2
2018-06,0
2018-07,2
2018-08,3
2018-09,1
2018-10,1
2018-11,0
2018-12,0
2019-01,2
2019-02,0
2019-03,0
2019-04,0
2019-05,1
2019-06,1
2019-07,0
2019-08,3
2019-09,1
2019-10,1
2019-11,1
2019-12,0
2020-01,0
2020-02,0
2020-03,25
2020-04,74
