2015-01,3
2015-02,3
2015-03,3
2015-04,6
2015-05,11
2015-06,24
2015-07,11
2015-08,15
2015-09,27
2015-10,13
2015-11,19
2015-12,7
2016-01,5
2016-02,8
2016-03,6
2016-04,15
2016-05,14
2016-06,15
2016-07,37
2016-08,18
2016-09,16
2016-10,27
2016-11,18
2016-12,21
2017-01,12
2017-02,11
2017-03,13
2017-04,16
2017-05,11
2017-06,24
2017-07,52
2017-08,40
2017-09,39
2017-10,40
2017-11,26
2017-12,20
2018-01,12
2018-02,16
2018-03,5
2018-04,16
2018-05,33
2018-06,34
2018-07,48
2018-08,47
2018-09,33
2018-10,17
2018-11,19
2018-12,19
2019-01,19
2019-02,8
2019-03,15
2019-04,15
2019-05,27
2019-06,31
2019-07,30
2019-08,52
2019-09,52
2019-10,51
2019-11,18
2019-12,14
2020-01,12
2020-02,8
2020-03,31
2020-04,70
