2015-01,0
2015-02,1
2015-03,4
2015-04,0
2015-05,1
2015-06,0
2015-07,1
2015-08,0
2015-09,0
2015-10,3
2015-11,0
2015-12,0
2016-01,0
2016-02,2
2016-03,0
2016-04,1
2016-05,3
2016-06,1
2016-07,0
2016-08,2
2016-09,2
2016-10,3
2016-11,2
2016-12,1
2017-01,0
2017-02,1
2017-03,1
2017-04,2
2017-05,1
2017-06,0
2017-07,1
2017-08,0
2017-09,2
2017-10,2
2017-11,1
2017-12,2
2018-01,3
2018-02,2
2018-03,0
2018-04,0
2018-05,2
2018-06,0
2018-07,3
2018-08,2
2018-09,0
2018-10,2
2018-11,0
2018-12,0
2019-01,1
2019-02,1
2019-03,5
2019-04,0
2019-05,0
2019-06,2
2019-07,0
2019-08,3
2019-09,1
2019-10,1
2019-11,1
2019-12,2
2020-01,0
2020-02,0
2020-03,3
2020-04,0
