2015-01,0
2015-02,0
2015-03,0
2015-04,1
2015-05,4
2015-06,7
2015-07,7
2015-08,8
2015-09,6
2015-10,6
2015-11,1
2015-12,0
2016-01,2
2016-02,4
2016-03,5
2016-04,11
2016-05,9
2016-06,9
2016-07,13
2016-08,15
2016-09,11
2016-10,11
2016-11,10
2016-12,2
2017-01,5
2017-02,5
2017-03,2
2017-04,9
2017-05,11
2017-06,19
2017-07,20
2017-08,20
2017-09,14
2017-10,9
2017-11,7
2017-12,5
2018-01,2
2018-02,6
2018-03,1
2018-04,3
2018-05,9
2018-06,13
2018-07,13
2018-08,9
2018-09,19
2018-10,8
2018-11,5
2018-12,4
2019-01,1
2019-02,3
2019-03,5
2019-04,6
2019-05,5
2019-06,17
2019-07,12
2019-08,18
2019-09,12
2019-10,12
2019-11,6
2019-12,4
2020-01,5
2020-02,2
2020-03,22
2020-04,31
