2015-01,9
2015-02,24
2015-03,16
2015-04,22
2015-05,29
2015-06,38
2015-07,30
2015-08,42
2015-09,42
2015-10,24
2015-11,38
2015-12,23
2016-01,11
2016-02,14
2016-03,26
2016-04,27
2016-05,32
2016-06,30
2016-07,60
2016-08,41
2016-09,32
2016-10,51
2016-11,35
2016-12,32
2017-01,34
2017-02,28
2017-03,28
2017-04,42
2017-05,37
2017-06,76
2017-07,87
2017-08,73
2017-09,90
2017-10,72
2017-11,50
2017-12,45
2018-01,56
2018-02,37
2018-03,27
2018-04,41
2018-05,69
2018-06,86
2018-07,89
2018-08,73
2018-09,70
2018-10,46
2018-11,54
2018-12,55
2019-01,58
2019-02,29
2019-03,39
2019-04,52
2019-05,57
2019-06,44
2019-07,61
2019-08,67
2019-09,70
2019-10,78
2019-11,43
2019-12,42
2020-01,34
2020-02,31
2020-03,167
2020-04,142
