2015-01,9
2015-02,43
2015-03,27
2015-04,15
2015-05,21
2015-06,17
2015-07,23
2015-08,21
2015-09,18
2015-10,15
2015-11,13
2015-12,9
2016-01,12
2016-02,24
2016-03,13
2016-04,20
2016-05,21
2016-06,14
2016-07,20
2016-08,17
2016-09,26
2016-10,21
2016-11,16
2016-12,10
2017-01,16
2017-02,27
2017-03,11
2017-04,25
2017-05,16
2017-06,26
2017-07,38
2017-08,21
2017-09,30
2017-10,21
2017-11,19
2017-12,43
2018-01,49
2018-02,21
2018-03,19
2018-04,16
2018-05,29
2018-06,25
2018-07,39
2018-08,31
2018-09,20
2018-10,23
2018-11,24
2018-12,20
2019-01,34
2019-02,20
2019-03,27
2019-04,25
2019-05,31
2019-06,20
2019-07,18
2019-08,15
2019-09,18
2019-10,25
2019-11,22
2019-12,16
2020-01,13
2020-02,16
2020-03,46
2020-04,59
