H63198-101000099243,"2009-12-21 10:20:55","2010-01-04 09:33:40",13.9671875
H63211-101000099285,"2009-12-21 11:41:21","2010-01-04 09:31:20",13.909710648148
H63228-101000099363,"2009-12-21 14:39:24","2010-01-04 09:41:36",13.793194444444
H63251-101000099406,"2009-12-21 15:49:29","2010-01-04 09:54:41",13.753611111111
H63252-101000099407,"2009-12-21 15:52:26","2010-01-04 10:02:59",13.757326388889
H63259-101000099491,"2009-12-21 19:43:05","2010-01-04 10:03:42",13.597650462963
H63332-101000099734,"2009-12-22 16:38:13","2010-01-04 09:51:10",12.717326388889
H63334-101000099736,"2009-12-22 16:41:12","2010-01-04 09:49:21",12.713993055556
H63337-101000099741,"2009-12-22 17:01:33","2010-01-04 09:52:40",12.702164351852
H63338-101000099742,"2009-12-22 17:06:00","2009-12-27 10:03:36",4.7066666666667
H63343-101000099752,"2009-12-22 18:57:06","2009-12-27 09:40:40",4.613587962963
H63346-101000099760,"2009-12-22 20:34:53","2009-12-27 09:45:31",4.5490509259259
H63350-101000099771,"2009-12-23 06:15:09","2009-12-27 09:27:29",4.1335648148148
H63357-101000099809,"2009-12-23 10:04:41","2009-12-27 09:35:03",3.9794212962963
H63390-101000099930,"2009-12-23 17:28:05","2009-12-27 10:13:43",3.6983564814815
H63397-101000099958,"2009-12-23 22:07:33","2009-12-28 09:43:47",4.4834953703704
H63398-101000099959,"2009-12-23 22:14:05","2009-12-28 10:46:46",4.5226967592593
H63400-101000099964,"2009-12-23 23:46:00","2009-12-28 10:45:37",4.4580671296296
H63402-101000100152,"2009-12-24 07:45:49","2009-12-28 10:44:20",4.1239699074074
H63405-101000100214,"2009-12-24 08:59:52","2009-12-28 10:43:06",4.0716898148148
H63406-101000100215,"2009-12-24 09:01:41","2009-12-28 10:33:39",4.0638657407407
H63407-101000100216,"2009-12-24 09:07:01","2009-12-28 10:17:39",4.0490509259259
H63441-101000100516,"2009-12-26 14:50:40","2009-12-28 10:07:26",1.8033101851852
H63684-101000101749,"2009-12-31 16:01:25","2010-01-05 08:23:36",4.6820717592593
H63685-101000101785,"2009-12-31 16:45:09","2010-01-05 08:28:20",4.6549884259259
H63693-101000101995,"2010-01-01 15:25:03","2010-01-05 08:51:59",3.727037037037
H63710-101000102098,"2010-01-02 12:03:38","2010-01-05 09:47:02",2.9051388888889
H63713-101000102128,"2010-01-02 14:23:50","2010-01-05 09:48:17",2.8086458333333
H63721-101000102258,"2010-01-03 10:28:09","2010-01-05 08:55:10",1.9354282407407
H63724-101000102311,"2010-01-03 12:23:42","2010-01-05 08:56:20",1.8559953703704
H63726-101000102341,"2010-01-03 13:32:45","2010-01-05 08:58:37",1.8096296296296
H63736-101000102450,"2010-01-03 21:22:38","2010-01-05 09:06:55",1.4890856481481
H63776-101000102681,"2010-01-04 14:28:53","2010-01-06 09:07:22",1.776724537037
H63778-101000102684,"2010-01-04 14:36:19","2010-01-06 09:09:49",1.7732638888889
H63779-101000102686,"2010-01-04 14:37:54","2010-01-06 09:10:49",1.7728587962963
H63780-101000102688,"2010-01-04 14:38:42","2010-01-06 09:11:58",1.7731018518519
H63782-101000102690,"2010-01-04 14:39:25","2010-01-11 15:07:15",7.0193287037037
H63783-101000102692,"2010-01-04 14:40:40","2010-01-05 16:03:17",1.0573726851852
H63784-101000102694,"2010-01-04 14:42:11","2010-01-05 16:02:11",1.0555555555556
H63794-101000102735,"2010-01-04 15:59:17","2010-01-06 09:15:48",1.7198032407407
H63798-101000102745,"2010-01-04 16:24:52","2010-01-05 16:05:07",0.98628472222222
H63799-101000102749,"2010-01-04 16:41:05","2010-01-06 09:17:00",1.6916087962963
H63800-101000102779,"2010-01-04 18:24:56","2010-01-06 09:18:01",1.6201967592593
H63801-101000102780,"2010-01-04 18:26:07","2010-01-06 09:19:18",1.6202662037037
H63802-101000102787,"2010-01-04 19:22:02","2010-01-06 09:20:22",1.5821759259259
H63804-101000102793,"2010-01-04 20:56:21","2010-01-06 09:21:36",1.5175347222222
H63805-101000102794,"2010-01-04 20:57:39","2010-01-06 09:22:41",1.5173842592593
H63809-101000102822,"2010-01-05 01:13:08","2010-01-06 09:23:57",1.3408449074074
H63810-101000102824,"2010-01-05 02:06:39","2010-01-06 09:30:48",1.3084375
H63812-101000102825,"2010-01-05 02:09:39","2010-01-06 09:40:48",1.3132986111111
